1001465944.jpg| 0| An asian man wearing a black suit stands near a dark-haired woman and a brown-haired woman .;
1001465944.jpg| 1| Three people are standing outside near large pipes and a metal railing .;
1001465944.jpg| 2| A young woman walks past two young people dressed in hip black outfits .;
1001465944.jpg| 3| A woman with a large purse is walking by a gate .;
1001465944.jpg| 4| Several people standing outside a building .;
1021442086.jpg| 0| A bearded man wearing glasses , a red shirt , and a hat is reading a map while sitting in a car .;
1021442086.jpg| 1| A bearded traveler in a red shirt sitting in a car and reading a map .;
1021442086.jpg| 2| A man wearing a baseball cap is sitting in a car looking at a map .;
1021442086.jpg| 3| a man in a red t-shirt is sitting in a car looking at a map .;
1021442086.jpg| 4| A man trying to decipher a map .;
1024138940.jpg| 0| Two different breeds of brown and white dogs play on the beach .;
1024138940.jpg| 1| Two dogs are making a turn on a soft sand beach .;
1024138940.jpg| 2| Two large tan dogs play along a sandy beach .;
1024138940.jpg| 3| Two dogs playing in the sand at the beach .;
1024138940.jpg| 4| Two dogs playing together on a beach .;
1039637574.jpg| 0| A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants .;
1039637574.jpg| 1| A man in light colored clothing photographs a group of men wearing dark suits and hats standing around a woman dressed in a strapless gown .;
1039637574.jpg| 2| A photographer takes a picture of a group of one girl in a pink dress and 10 boys in suits and hats .;
1039637574.jpg| 3| A man photographs a woman in a pink dress and a throng of men in suits .;
1039637574.jpg| 4| Man taking a photograph of a well dressed group of teens .;
105077209.jpg| 0| A man with a badge is standing on a wood floor next to a structure .;
105077209.jpg| 1| A security guard stands by a metal , lighted sculpture .;
105077209.jpg| 2| A white-haired man in a suit stands in an empty room .;
105077209.jpg| 3| A security guard on watch duty at the museum .;
105077209.jpg| 4| Security guard at a art museum .;
1053804096.jpg| 0| a girl with pigtails is playing in the ocean by the beach .;
1053804096.jpg| 1| A girl in pigtails splashes in the shallow water .;
1053804096.jpg| 2| A young girl in pigtails plays in the water .;
